 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.032258, 0.010526, 0.032967, 0.033708, 0.030928, 0.011494, 0.009901, 0.010101, 0.036145, 0.030303, 0.032258, 0.030928, 0.009709, 0.030928, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.031579, 0.012048, 0.012346, 0.011494, 0.011494, 0.030303, 0.010989, 0.010309, 0.009901, 0.029126, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.010753, 0.009901, 0.011494, 0.012048, 0.031579, 0.032258, 0.010526, 0.010989, 0.033708, 0.030928, 0.011494, 0.009901, 0.030303, 0.012048, 0.030303, 0.032258, 0.030928, 0.009709, 0.030928, 0.011236, 0.011765, 0.011494, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.034483, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.031579, 0.009901, 0.031579, 0.012048, 0.012346, 0.011494, 0.011494, 0.030303, 0.010989, 0.010309, 0.009901, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.032258, 0.031579, 0.032967, 0.033708, 0.030928, 0.011494, 0.009901, 0.030303, 0.036145, 0.010101, 0.032258, 0.030928, 0.009709, 0.030928, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.033708, 0.034483, 0.009709, 0.032258, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.031579, 0.009901, 0.031579, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.032967, 0.030928, 0.009901, 0.029126, 0.033708, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.010753, 0.031579, 0.032967, 0.033708, 0.030928, 0.011494, 0.009901, 0.010101, 0.036145, 0.010101, 0.032258, 0.030928, 0.009709, 0.030928, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.030928, 0.009901, 0.029126, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.010753, 0.010526, 0.032967, 0.033708, 0.030928, 0.011494, 0.009901, 0.010101, 0.036145, 0.010101, 0.032258, 0.030928, 0.009709, 0.030928, 0.011236, 0.011765, 0.011494, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.031579, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.030928, 0.009901, 0.029126, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.010753, 0.010526, 0.032967, 0.011236, 0.030928, 0.011494, 0.009901, 0.010101, 0.036145, 0.010101, 0.032258, 0.030928, 0.009709, 0.010309, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.030928, 0.009901, 0.029126, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.010753, 0.009901, 0.034483, 0.036145, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.034483, 0.029703, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.029126, 0.010309, 0.011236, 0.011765, 0.034483, 0.009901, 0.010309, 0.029703, 0.010753, 0.011236, 0.011494, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.009901, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.010753, 0.009901, 0.034483, 0.012048, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.034483, 0.029703, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.009709, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.030928, 0.029703, 0.010753, 0.011236, 0.011494, 0.009709, 0.010753, 0.030303, 0.009901, 0.010101, 0.010309, 0.009524, 0.030303, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.011236
 0.031579, 0.012048, 0.009901, 0.009709, 0.029703, 0.010101, 0.010753, 0.009901, 0.011494, 0.012048, 0.010526, 0.032258, 0.031579, 0.010989, 0.011236, 0.010309, 0.011494, 0.009901, 0.030303, 0.012048, 0.030303, 0.010753, 0.010309, 0.009709, 0.010309, 0.011236, 0.011765, 0.011494, 0.029703, 0.010309, 0.009901, 0.032258, 0.033708, 0.034483, 0.009709, 0.032258, 0.010101, 0.009901, 0.010101, 0.030928, 0.009524, 0.030303, 0.030928, 0.031579, 0.009901, 0.031579, 0.012048, 0.012346, 0.034483, 0.034483, 0.030303, 0.032967, 0.030928, 0.009901, 0.029126, 0.033708, 0.033708
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.010753, 0.010526, 0.032967, 0.033708, 0.030928, 0.011494, 0.009901, 0.010101, 0.036145, 0.010101, 0.032258, 0.030928, 0.009709, 0.030928, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.030928, 0.009901, 0.029126, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.010753, 0.009901, 0.011494, 0.012048, 0.031579, 0.032258, 0.010526, 0.010989, 0.011236, 0.010309, 0.011494, 0.009901, 0.010101, 0.012048, 0.030303, 0.010753, 0.010309, 0.009709, 0.030928, 0.011236, 0.011765, 0.011494, 0.009901, 0.010309, 0.009901, 0.010753, 0.033708, 0.011494, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.030303, 0.010309, 0.031579, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.030303, 0.032967, 0.010309, 0.009901, 0.029126, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.032258, 0.031579, 0.032967, 0.033708, 0.030928, 0.011494, 0.009901, 0.010101, 0.036145, 0.010101, 0.032258, 0.030928, 0.009709, 0.030928, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.032258, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.031579, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.030928, 0.009901, 0.029126, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.010753, 0.031579, 0.032967, 0.033708, 0.030928, 0.011494, 0.009901, 0.010101, 0.036145, 0.010101, 0.032258, 0.030928, 0.009709, 0.030928, 0.033708, 0.011765, 0.011494, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.031579, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.030928, 0.009901, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.029703, 0.029126, 0.009901, 0.030303, 0.010753, 0.029703, 0.034483, 0.036145, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.034483, 0.029703, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.029126, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.030928, 0.029703, 0.010753, 0.011236, 0.011494, 0.029126, 0.010753, 0.030303, 0.029703, 0.030303, 0.010309, 0.028571, 0.030303, 0.030928, 0.010526, 0.029703, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.010753, 0.009901, 0.011494, 0.012048, 0.031579, 0.032258, 0.010526, 0.032967, 0.033708, 0.030928, 0.011494, 0.009901, 0.010101, 0.036145, 0.030303, 0.032258, 0.030928, 0.009709, 0.030928, 0.033708, 0.011765, 0.011494, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.034483, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.029703, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.030303, 0.010989, 0.010309, 0.009901, 0.029126, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.036145, 0.031579, 0.010753, 0.010526, 0.032967, 0.011236, 0.030928, 0.034483, 0.009901, 0.010101, 0.036145, 0.010101, 0.010753, 0.030928, 0.009709, 0.010309, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.032258, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.030928, 0.009901, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.036145, 0.031579, 0.010753, 0.010526, 0.010989, 0.011236, 0.030928, 0.034483, 0.009901, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.009709, 0.010309, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.032258, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.030928, 0.009901, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.030928, 0.034483, 0.009901, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.009709, 0.010309, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.032258, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.009901, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.010753, 0.031579, 0.032967, 0.033708, 0.030928, 0.011494, 0.009901, 0.010101, 0.036145, 0.010101, 0.032258, 0.030928, 0.009709, 0.010309, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.009709, 0.032258, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.031579, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.030928, 0.009901, 0.029126, 0.011236, 0.011236
 0.010526, 0.012048, 0.029703, 0.029126, 0.029703, 0.030303, 0.010753, 0.029703, 0.034483, 0.012048, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.034483, 0.029703, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.029126, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.030928, 0.029703, 0.032258, 0.011236, 0.011494, 0.029126, 0.010753, 0.030303, 0.029703, 0.030303, 0.030928, 0.028571, 0.030303, 0.030928, 0.010526, 0.029703, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.029126, 0.009901, 0.010101, 0.010753, 0.009901, 0.034483, 0.036145, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.034483, 0.029703, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.009709, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.030928, 0.029703, 0.010753, 0.011236, 0.011494, 0.009709, 0.010753, 0.030303, 0.009901, 0.030303, 0.010309, 0.028571, 0.030303, 0.030928, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.029703, 0.010101, 0.010753, 0.009901, 0.011494, 0.012048, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.011494, 0.029703, 0.030303, 0.012048, 0.010101, 0.010753, 0.010309, 0.009709, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.010309, 0.009901, 0.032258, 0.011236, 0.011494, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.030928, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.031579, 0.032258, 0.031579, 0.032967, 0.011236, 0.030928, 0.011494, 0.009901, 0.030303, 0.012048, 0.030303, 0.032258, 0.030928, 0.009709, 0.010309, 0.011236, 0.011765, 0.011494, 0.029703, 0.010309, 0.009901, 0.010753, 0.033708, 0.011494, 0.009709, 0.032258, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.031579, 0.009901, 0.031579, 0.012048, 0.012346, 0.034483, 0.034483, 0.030303, 0.032967, 0.030928, 0.009901, 0.029126, 0.033708, 0.011236
 0.010526, 0.012048, 0.029703, 0.009709, 0.009901, 0.010101, 0.010753, 0.009901, 0.011494, 0.012048, 0.010526, 0.032258, 0.010526, 0.010989, 0.033708, 0.010309, 0.011494, 0.009901, 0.030303, 0.012048, 0.010101, 0.010753, 0.030928, 0.009709, 0.030928, 0.011236, 0.011765, 0.011494, 0.009901, 0.010309, 0.009901, 0.010753, 0.011236, 0.034483, 0.009709, 0.010753, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.010526, 0.009901, 0.031579, 0.012048, 0.012346, 0.011494, 0.011494, 0.030303, 0.010989, 0.010309, 0.009901, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.029703, 0.029126, 0.029703, 0.030303, 0.010753, 0.029703, 0.011494, 0.012048, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.011494, 0.029703, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.029126, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.030928, 0.009901, 0.010753, 0.011236, 0.011494, 0.029126, 0.010753, 0.030303, 0.029703, 0.030303, 0.010309, 0.028571, 0.010101, 0.030928, 0.010526, 0.029703, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.009709, 0.009901, 0.010101, 0.032258, 0.009901, 0.011494, 0.012048, 0.010526, 0.010753, 0.031579, 0.032967, 0.011236, 0.030928, 0.034483, 0.009901, 0.030303, 0.012048, 0.010101, 0.032258, 0.030928, 0.009709, 0.010309, 0.033708, 0.035294, 0.034483, 0.029703, 0.010309, 0.009901, 0.010753, 0.033708, 0.011494, 0.009709, 0.032258, 0.010101, 0.009901, 0.010101, 0.010309, 0.009524, 0.010101, 0.010309, 0.031579, 0.009901, 0.031579, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.032967, 0.030928, 0.009901, 0.029126, 0.033708, 0.011236
 0.031579, 0.012048, 0.029703, 0.029126, 0.029703, 0.030303, 0.010753, 0.029703, 0.034483, 0.036145, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.034483, 0.029703, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.029126, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.030928, 0.029703, 0.032258, 0.011236, 0.011494, 0.029126, 0.010753, 0.030303, 0.029703, 0.030303, 0.030928, 0.028571, 0.030303, 0.030928, 0.010526, 0.029703, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.030303, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.009901, 0.029126, 0.009901, 0.030303, 0.010753, 0.029703, 0.011494, 0.012048, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.011494, 0.009901, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.009709, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.010309, 0.009901, 0.010753, 0.011236, 0.011494, 0.029126, 0.010753, 0.010101, 0.029703, 0.030303, 0.010309, 0.028571, 0.010101, 0.010309, 0.010526, 0.009901, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.011236
 0.010526, 0.012048, 0.029703, 0.029126, 0.029703, 0.030303, 0.010753, 0.029703, 0.011494, 0.012048, 0.010526, 0.010753, 0.010526, 0.010989, 0.011236, 0.010309, 0.011494, 0.029703, 0.010101, 0.012048, 0.010101, 0.010753, 0.010309, 0.029126, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.030928, 0.029703, 0.010753, 0.011236, 0.011494, 0.029126, 0.010753, 0.030303, 0.029703, 0.030303, 0.030928, 0.028571, 0.030303, 0.030928, 0.010526, 0.029703, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.010101, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.011236
 0.031579, 0.012048, 0.029703, 0.029126, 0.029703, 0.030303, 0.010753, 0.029703, 0.011494, 0.012048, 0.010526, 0.032258, 0.010526, 0.010989, 0.011236, 0.010309, 0.011494, 0.029703, 0.030303, 0.012048, 0.030303, 0.010753, 0.010309, 0.009709, 0.010309, 0.011236, 0.011765, 0.011494, 0.009901, 0.030928, 0.029703, 0.032258, 0.011236, 0.011494, 0.029126, 0.010753, 0.030303, 0.029703, 0.030303, 0.030928, 0.028571, 0.030303, 0.030928, 0.010526, 0.029703, 0.010526, 0.012048, 0.012346, 0.011494, 0.011494, 0.030303, 0.010989, 0.010309, 0.029703, 0.009709, 0.011236, 0.033708
